CentreName,AcademicYear,LearnerCode,BookingId,BookingType,LeadSource,DiscountType,DateofBirth,Gender,Nationality,HomeCountry,HomeState,HomeCity,CourseLevel,CourseName,CourseFirstIntakeDate,IsFirstIntake,CourseStartDate,CourseEndDate,CompletedCourse,NonCompletionReason,ArrivedDate,TerminationDate,AssessedModules,PassedModules,FailedModules,CreditWeightedAverage,ProgressionDegree,ProgressionUniversity,EligibleToProgress,PresentCount,LateCount,AuthorisedAbsenceCount,UnauthorisedAbsenceCount,ContactHours,AttendancePercentage
ISC_Aberdeen,2019/20,2516925,31402131,Direct,APD,,08/07/2000,Female,Chinese,China PRC,,,International Year Two,Business Management and Finance International Year Two,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,8.0,8.0,0.0,74.0,MA Finance,University of Aberdeen,Yes,88.0,0.0,95.0,3.0,226.0,98.0
ISC_Aberdeen,2019/20,2517143,22257784,Agent,Standard Agent Booking,,28/09/2001,Male,British,United Arab Emirates,,Abu Dhabi,Foundation,Life Sciences - pathway to Medicine Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,09/09/2019,,7.0,7.0,0.0,82.0,MBChB Medicine,University of Aberdeen,Yes,133.0,0.0,69.0,36.0,376.0,85.0
ISC_Aberdeen,2019/20,2518782,22734939,Direct,Sponsor,,22/04/1999,Male,Iraqi,Iraq,,BAGHDAD,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,02/09/2019,,7.0,7.0,0.0,87.0,BEng Petroleum Engineering,University of Aberdeen,Yes,170.0,2.0,62.0,1.0,386.0,100.0
ISC_Aberdeen,2019/20,2518855,22734660,Direct,Sponsor,,26/07/2000,Male,Iraqi,Iraq,,,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,02/09/2019,,7.0,7.0,0.0,92.0,BEng Petroleum Engineering,University of Aberdeen,Yes,171.0,0.0,63.0,1.0,386.0,100.0
ISC_Aberdeen,2019/20,2519337,22739875,Direct,Sponsor,,23/02/1997,Male,Iraqi,Iraq,,,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,02/09/2019,,7.0,7.0,0.0,93.0,BEng Petroleum Engineering,University of Aberdeen,Yes,172.0,0.0,63.0,0.0,386.0,100.0
ISC_Aberdeen,2019/20,2519345,22738040,Direct,Sponsor,,07/04/1999,Male,Iraqi,Iraq,,,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,02/09/2019,,7.0,7.0,0.0,92.0,BEng Petroleum Engineering,University of Aberdeen,Yes,171.0,1.0,62.0,1.0,386.0,100.0
ISC_Aberdeen,2019/20,2519348,22739889,Direct,Sponsor,,16/02/2000,Male,Iraqi,Iraq,,Basra,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,02/09/2019,,7.0,7.0,0.0,89.0,BEng Petroleum Engineering,University of Aberdeen,Yes,168.0,2.0,57.0,8.0,386.0,97.0
ISC_Aberdeen,2019/20,2519355,29945681,Direct,Sponsor,,05/05/1998,Male,Iraqi,Iraq,,,Pre-Masters,Science and Engineering Pre-Masters,26/05/2020,True,26/05/2020,28/08/2020,Yes,,23/07/2020,,4.0,4.0,0.0,83.0,MSc Petroleum Engineering,University of Aberdeen,Yes,,,,,,
ISC_Aberdeen,2019/20,2520156,23785369,Agent,Standard Agent Booking,,14/09/2000,Male,Chinese,China PRC,,,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,04/09/2019,,7.0,6.0,1.0,48.0,MA International Business,University of Aberdeen,Yes,160.0,1.0,59.0,43.0,407.0,84.0
ISC_Aberdeen,2019/20,2520399,23073747,Agent,Standard Agent Booking,,30/08/2001,Male,Kazakhstani,Kazakhstan,,Aktobe,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,09/09/2019,,7.0,5.0,2.0,58.0,BEng Petroleum Engineering,University of Aberdeen,Yes,172.0,3.0,59.0,14.0,396.0,94.0
ISC_Aberdeen,2019/20,2520651,26013563,Agent,Standard Agent Booking,,09/09/2000,Male,Taiwanese,Taiwan ROC,,Taichung City,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,02/09/2019,,7.0,6.0,1.0,53.0,BSc  Computing Science,University of Aberdeen,Yes,185.0,0.0,60.0,18.0,421.0,93.0
ISC_Aberdeen,2019/20,2522160,23649159,Agent,Standard Agent Booking,,02/12/2000,Male,Lebanese,Kuwait,,Kuwait,Foundation,Life Sciences - pathway to Medicine Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,05/09/2019,,7.0,7.0,0.0,86.0,MBChB Medicine,University of Aberdeen,Yes,157.0,0.0,62.0,20.0,380.0,92.0
ISC_Aberdeen,2019/20,2522932,23801178,Agent,Sponsor,,01/01/1999,Male,Iraqi,Iraq,,Baghdad,Foundation,Humanities; Law and Social Science Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,7.0,0.0,63.0,MA International Relations & Legal Studies,University of Aberdeen,Yes,72.0,0.0,99.0,0.0,199.0,100.0
ISC_Aberdeen,2019/20,2524025,24138237,Direct,Digital (Web),,12/05/2001,Male,British,Saudi Arabia,,,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,09/09/2019,,7.0,7.0,0.0,63.0,MA Accountancy and Economics,University of Aberdeen,Yes,151.0,12.0,57.0,29.0,390.0,88.0
ISC_Aberdeen,2019/20,2524137,25652055,Agent,Sponsor,,24/02/1981,Male,Kuwaiti,Kuwait,,Kuwait City,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,16/09/2019,,7.0,7.0,0.0,82.0,BEng (Hons) Chemical Engineering,University of Aberdeen,Yes,165.0,0.0,60.0,4.0,373.0,98.0
ISC_Aberdeen,2019/20,2524359,24206675,Agent,Standard Agent Booking,,29/05/1999,Female,Qatari,Qatar,,Doha,Foundation,Life Sciences Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,02/09/2019,,7.0,7.0,0.0,73.0,BSc Biomedical Sciences - Anatomy,University of Aberdeen,Yes,158.0,2.0,57.0,3.0,367.0,99.0
ISC_Aberdeen,2019/20,2527840,25094175,Agent,Standard Agent Booking,,03/01/2000,Female,Chinese,China PRC,Jiangsu Province,Jiangyin City,International Year Two,Business Management and Finance International Year Two,02/09/2019,True,02/09/2019,26/06/2020,Yes,,05/09/2019,,8.0,8.0,0.0,76.0,MA Finance,University of Aberdeen,Yes,182.0,0.0,65.0,9.0,402.0,96.0
ISC_Aberdeen,2019/20,2529076,34096791,Agent,Standard Agent Booking,,03/05/1999,Male,Chinese,China PRC,Hua County,Anyang,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,27/01/2020,,7.0,7.0,0.0,77.0,BSc Physics,University of Aberdeen,Yes,69.0,0.0,92.0,6.0,202.0,96.0
ISC_Aberdeen,2019/20,2529643,25515148,Direct,Digital (Web),,14/11/1999,Male,Vietnamese,United Kingdom,,,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,7.0,0.0,54.0,MA International Business,University of Aberdeen,Yes,87.0,0.0,90.0,15.0,235.0,92.0
ISC_Aberdeen,2019/20,2530420,25712958,Agent,Standard Agent Booking,,22/03/2002,Male,Chinese,China PRC,Jing County; Hebei Province,Hengshui City,International Year Two,Business Management and Finance International Year Two,02/09/2019,True,02/09/2019,26/06/2020,Yes,,11/09/2019,,8.0,8.0,0.0,66.0,MA   Finance,University of Aberdeen,Yes,175.0,9.0,57.0,23.0,408.0,91.0
ISC_Aberdeen,2019/20,2530688,25769722,Agent,Standard Agent Booking,,28/10/2001,Male,Egyptian,Kuwait,,salmiya,Foundation,Life Sciences - pathway to Medicine Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,02/09/2019,,7.0,7.0,0.0,89.0,MBChB Medicine,University of Aberdeen,Yes,168.0,1.0,50.0,20.0,380.0,92.0
ISC_Aberdeen,2019/20,2530722,31536613,Agent,Standard Agent Booking,,02/03/2001,Male,Chinese,China PRC,,Kunming,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,5.0,2.0,45.0,MA Accountancy & Finance,University of Aberdeen,No,86.0,0.0,95.0,16.0,240.0,92.0
ISC_Aberdeen,2019/20,2531737,26057066,Agent,Sponsor,,11/12/2001,Female,Emirati,United Arab Emirates,,Abu Dhabi,Foundation,Life Sciences Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,23/09/2019,,7.0,7.0,0.0,58.0,BSc Biomedical Sciences - Molecular Biology,University of Aberdeen,Yes,109.0,1.0,57.0,39.0,337.0,81.0
ISC_Aberdeen,2019/20,2532742,26669638,Agent,Standard Agent Booking,,04/09/2001,Male,Hong Kong Chinese,Hong Kong SAR,,HONG KONG,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,02/09/2019,,7.0,7.0,0.0,63.0,MA Economics and Psychology,University of Aberdeen,Yes,152.0,8.0,58.0,33.0,394.0,87.0
ISC_Aberdeen,2019/20,2533566,26448186,Direct,Digital (Web),,08/08/2001,Male,Nigerian,Nigeria,,Abuja,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,15/01/2020,,7.0,7.0,0.0,66.0,MA International Business,University of Aberdeen,Yes,74.0,0.0,95.0,14.0,221.0,92.0
ISC_Aberdeen,2019/20,2535323,26942965,Agent,Standard Agent Booking,,16/07/2001,Female,Emirati,United Arab Emirates,,Abu Dhabi,Foundation,Life Sciences - pathway to Medicine Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,23/09/2019,,7.0,7.0,0.0,83.0,MBChB Medicine,University of Aberdeen,Yes,149.0,1.0,61.0,11.0,348.0,95.0
ISC_Aberdeen,2019/20,2535812,33379265,Direct,Digital (Web),,18/08/1995,Male,Indian,India,Nirvana County Sector 50 Gurugram,Haryana,Pre-Masters,Science and Engineering Pre-Masters,26/05/2020,True,26/05/2020,28/08/2020,Yes,,26/05/2020,,4.0,4.0,0.0,89.0,MSc Financial Mathematics,University of Aberdeen,Yes,,,,,,
ISC_Aberdeen,2019/20,2536217,27138650,Agent,Standard Agent Booking,,01/03/2001,Female,Myanmarian,Myanmar (Burma),,YANGON,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,7.0,0.0,77.0,MA Economics & Legal Studies,University of Aberdeen,Yes,89.0,0.0,99.0,1.0,231.0,99.0
ISC_Aberdeen,2019/20,2536404,27168875,Agent,Sponsor,,22/02/1996,Female,Kuwaiti,Kuwait,,,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,No,Terminated (Academic Performance),02/09/2019,08/11/2019,2.0,0.0,2.0,9.0,BEng Electrical and Electronic Engineering,University of Aberdeen,No,54.0,0.0,3.0,14.0,146.0,80.0
ISC_Aberdeen,2019/20,2538207,28287110,Agent,Standard Agent Booking,,11/11/2000,Male,Hong Kong Chinese,Hong Kong SAR,,Tuen Mun; New Territories;Hong Kong,Foundation,Life Sciences - pathway to Medicine Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,17/09/2019,,7.0,7.0,0.0,90.0,MBChB Medicine,University of Aberdeen,Yes,162.0,0.0,54.0,12.0,360.0,95.0
ISC_Aberdeen,2019/20,2538419,27829413,Direct,Digital (Web),,01/03/2000,Female,Singaporean,Singapore,,,Foundation,Life Sciences - pathway to Medicine Undergraduate Foundation Programme,02/09/2019,True,02/09/2019,26/06/2020,Yes,,23/09/2019,,7.0,7.0,0.0,87.0,MBChB Medicine,University of Aberdeen,Yes,152.0,2.0,59.0,9.0,348.0,96.0
ISC_Aberdeen,2019/20,2541211,28658204,Agent,Standard Agent Booking,,25/09/2000,Female,Chinese,China PRC,,Jinan City,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,6.0,1.0,51.0,MA Economics,University of Aberdeen,Yes,86.0,0.0,89.0,22.0,240.0,89.0
ISC_Aberdeen,2019/20,2542240,28946311,Agent,Sponsor,,30/12/1999,Female,Iraqi,Iraq,,,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,7.0,0.0,81.0,BEng Chemical Engineering,University of Aberdeen,Yes,79.0,0.0,98.0,4.0,231.0,98.0
ISC_Aberdeen,2019/20,2542243,29453988,Direct,Digital (Web),,19/05/2001,Female,Bahraini,Bahrain,,Muharraq,Foundation,Humanities; Law and Social Science Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,7.0,0.0,62.0,MA International Relations & Legal Studies,University of Aberdeen,Yes,72.0,0.0,99.0,0.0,199.0,100.0
ISC_Aberdeen,2019/20,2544352,29448690,Agent,Sponsor,,13/05/1997,Female,Iraqi,Iraq,,Baghdad,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,7.0,0.0,75.0,BEng Chemical Engineering,University of Aberdeen,Yes,78.0,0.0,88.0,15.0,231.0,92.0
ISC_Aberdeen,2019/20,2546410,29992270,Direct,Digital (Web),,06/01/2003,Female,Nigerian,Nigeria,LAGOS,VICTORIA ISLAND,Foundation,Life Sciences Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,27/01/2020,,7.0,7.0,0.0,73.0,BSc Psychology,University of Aberdeen,Yes,60.0,1.0,80.0,18.0,182.0,89.0
ISC_Aberdeen,2019/20,2548465,30562071,Agent,Sponsor,,10/12/1999,Male,Iraqi,Iraq,,,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,20/01/2020,,7.0,7.0,0.0,87.0,BEng Petroleum Engineering,University of Aberdeen,Yes,76.0,0.0,99.0,2.0,221.0,99.0
ISC_Aberdeen,2019/20,2550065,32604632,Agent,Standard Agent Booking,,27/03/2001,Male,Chinese,China PRC,Guangdong Province,Foshan City,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,No,Withdrawn (Personal),27/01/2020,21/04/2020,1.0,0.0,1.0,26.0,MA International Business,University of Aberdeen,No,74.0,0.0,0.0,0.0,133.0,100.0
ISC_Aberdeen,2019/20,2551628,33896255,Agent,Standard Agent Booking,,01/10/1996,Male,Chinese,China PRC,,Quanzhou,Pre-Masters,Science and Engineering Pre-Masters,26/05/2020,True,26/05/2020,28/08/2020,Yes,,23/07/2020,,4.0,4.0,0.0,67.0,MSc Financial Maths,University of Aberdeen,Yes,,,,,,
ISC_Aberdeen,2019/20,2551875,31021150,Agent,Standard Agent Booking,,10/01/2001,Female,Japanese,Japan,,Tokyo,Foundation,Humanities; Law and Social Science Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,7.0,0.0,74.0,MA Sociology,University of Aberdeen,Yes,70.0,0.0,85.0,14.0,196.0,92.0
ISC_Aberdeen,2019/20,2552650,31207590,Agent,Standard Agent Booking,,13/11/2001,Female,Chinese,China PRC,,Dongyang City; Zhejiang Province,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,7.0,0.0,58.0,MA International Business,University of Aberdeen,Yes,85.0,0.0,93.0,11.0,231.0,94.0
ISC_Aberdeen,2019/20,2553706,31363725,Agent,Standard Agent Booking,,29/02/2000,Male,Chinese,China PRC,,Tianjin,Foundation,Life Sciences Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,7.0,0.0,56.0,BSc Sports & Exercise Science,University of Aberdeen,Yes,82.0,0.0,84.0,17.0,223.0,91.0
ISC_Aberdeen,2019/20,2553947,31403162,Direct,APD,,03/09/1999,Male,Chinese,China PRC,,,International Year Two,Business Management and Finance International Year Two,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,8.0,8.0,0.0,71.0,MA Finance,University of Aberdeen,Yes,92.0,0.0,94.0,5.0,231.0,97.0
ISC_Aberdeen,2019/20,2553950,31402537,Direct,APD,,25/10/1999,Female,Chinese,China PRC,,,International Year Two,Business Management and Finance International Year Two,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,8.0,8.0,0.0,69.0,MA Finance,University of Aberdeen,Yes,87.0,1.0,87.0,16.0,231.0,92.0
ISC_Aberdeen,2019/20,2553958,31720115,Direct,APD,,14/09/2000,Female,Chinese,China PRC,,,International Year Two,Business Management and Finance International Year Two,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,8.0,8.0,0.0,70.0,MA Finance,University of Aberdeen,Yes,89.0,0.0,97.0,0.0,226.0,100.0
ISC_Aberdeen,2019/20,2553971,31719796,Direct,APD,,16/03/2000,Female,Chinese,China PRC,,,International Year Two,Business Management and Finance International Year Two,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,8.0,8.0,0.0,70.0,MA Finance,University of Aberdeen,Yes,94.0,0.0,97.0,0.0,231.0,100.0
ISC_Aberdeen,2019/20,2553979,31402633,Direct,APD,,03/01/2000,Female,Chinese,China PRC,,,International Year Two,Business Management and Finance International Year Two,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,8.0,8.0,0.0,71.0,MA Finance,University of Aberdeen,Yes,93.0,0.0,90.0,8.0,231.0,96.0
ISC_Aberdeen,2019/20,2554980,31631151,Direct,Digital (Web),,09/03/1995,Male,Bangladeshi,Bangladesh,,,Pre-Masters,Business and Law Pre-Masters,26/05/2020,True,26/05/2020,28/08/2020,Yes,,28/05/2020,,4.0,4.0,0.0,91.0,MSc Econ Accounting and Finance,University of Aberdeen,Yes,,,,,,
ISC_Aberdeen,2019/20,2556765,31940910,Agent,Sponsor,,10/08/1994,Male,Iraqi,Iraq,,,Foundation,Physical Sciences and Engineering Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,31/01/2020,,7.0,7.0,0.0,75.0,BEng Petroleum Engineering,University of Aberdeen,Yes,56.0,0.0,99.0,2.0,187.0,99.0
ISC_Aberdeen,2019/20,2557580,32079416,Agent,Standard Agent Booking,,25/04/1995,Male,Chinese,China PRC,,Taiyuan,Pre-Masters,Business and Law Pre-Masters,26/05/2020,True,26/05/2020,28/08/2020,Yes,,29/05/2020,,4.0,4.0,0.0,64.0,MSc Econ Finance & Real Estate,University of Aberdeen,Yes,,,,,,
ISC_Aberdeen,2019/20,2558561,32438277,Agent,Standard Agent Booking,,11/07/1999,Male,Taiwanese,Taiwan ROC,,New Taipei City,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,7.0,5.0,2.0,42.0,MA International Business,University of Aberdeen,No,74.0,0.0,94.0,21.0,231.0,89.0
ISC_Aberdeen,2019/20,2559685,32448723,Agent,Standard Agent Booking,,16/05/1999,Male,Chinese,China PRC,,,International Year Two,Business Management and Finance International Year Two,02/09/2019,False,06/01/2020,28/08/2020,Yes,,07/01/2020,,8.0,8.0,0.0,75.0,MA Business Management,University of Aberdeen,Yes,90.0,0.0,95.0,7.0,235.0,96.0
ISC_Aberdeen,2019/20,2561723,37318804,Agent,Standard Agent Booking,,19/01/1992,Male,Chinese,China PRC,,zhengzhou,Pre-Masters,Business and Law Pre-Masters,26/05/2020,True,26/05/2020,28/08/2020,Yes,,29/05/2020,,4.0,4.0,0.0,60.0,MSc Economics; Accounting & Finance,University of Aberdeen,Yes,,,,,,
ISC_Aberdeen,2019/20,2563029,33043079,Direct,Digital (Web),,10/04/1996,Male,Egyptian,Egypt,,Cairo,Pre-Masters,Business and Law Pre-Masters,26/05/2020,True,26/05/2020,28/08/2020,Yes,,23/07/2020,,4.0,4.0,0.0,58.0,LLM Natural Resources Law,University of Aberdeen,Yes,,,,,,
ISC_Aberdeen,2019/20,2580094,36809546,Agent,Standard Agent Booking,,20/04/1993,Male,Chinese,China PRC,Wen County;Henan Province,Jiaozuo City,Pre-Masters,Business and Law Pre-Masters,26/05/2020,True,26/05/2020,28/08/2020,Yes,,23/07/2020,,4.0,4.0,0.0,63.0,MSc Marketing Management,University of Aberdeen,Yes,,,,,,
ISC_Aberdeen,2019/20,2580578,36815271,Agent,Standard Agent Booking,,05/11/1998,Male,Chinese,China PRC,Guangdong Province,Zhaoqing City,Pre-Masters,Business and Law Pre-Masters,26/05/2020,True,26/05/2020,28/08/2020,Yes,,23/07/2020,,4.0,4.0,0.0,59.0,MSc International Human Resource Management,University of Aberdeen,Yes,,,,,,
ISC_Aberdeen,2020/21,2157299,34202140,Agent,Standard Agent Booking,,16/09/1994,Male,Chinese,China PRC,,Chongqing,Foundation,Business; Economics; Accounting and Real Estate Undergraduate Foundation Programme,02/09/2019,False,18/01/2021,27/08/2021,Yes,,20/01/2021,,7.0,5.0,2.0,56.0,MA Economics & Finance,University of Aberdeen,No,192.0,5.0,9.0,26.0,238.0,89.0
ISC_Aberdeen,2020/21,2179631,38007010,Agent,Standard Agent Booking,,11/01/1998,Male,Chinese,China PRC,Shunyi District,Bejing,Pre-Masters,Business and Law Pre-Masters,26/05/2020,False,28/09/2020,18/12/2020,Yes,,05/10/2020,,4.0,4.0,0.0,82.0,MSc Econ Accounting & Finance,University of Aberdeen,Yes,101.0,0.0,10.0,3.0,110.0,97.0
ISC_Aberdeen,2020/21,2410027,38510675,Agent,Standard Agent Booking,,14/05/2000,Male,Chinese,China PRC,100050,Beijing,International Year Two,Business Management and Finance International Year Two,02/09/2019,False,18/01/2021,27/08/2021,Yes,,18/01/2021,,8.0,8.0,0.0,80.0,MA Business Management,University of Aberdeen,Yes,218.0,0.0,8.0,6.0,262.0,97.0
ISC_Aberdeen,2020/21,2439626,35386906,Agent,Standard Agent Booking,,05/07/1995,Male,Chinese,China PRC,Shandong Province,Jining City,Pre-Masters,Business and Law Pre-Masters,26/05/2020,False,28/09/2020,18/12/2020,Yes,,28/09/2020,,4.0,4.0,0.0,76.0,MSc Econ Accounting & Finance,University of Aberdeen,Yes,109.0,0.0,12.0,6.0,125.0,95.0
